time,date,hour,precip [mm/day],raven-weighted [m3/s],raven-weighted (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,5.49191,0,2.4
2,2010-01-03,00:00:00.00,0.356369,0,2
3,2010-01-04,00:00:00.00,1.1224,0,1.62
4,2010-01-05,00:00:00.00,0.294332,0,1.32
5,2010-01-06,00:00:00.00,1.31822,0,1.13
6,2010-01-07,00:00:00.00,0.046037,0,0.99
7,2010-01-08,00:00:00.00,0.741908,0,0.876
8,2010-01-09,00:00:00.00,1.81945,0,0.815
9,2010-01-10,00:00:00.00,0.0206103,0,0.75
10,2010-01-11,00:00:00.00,0.0157883,0,0.697
11,2010-01-12,00:00:00.00,4.67367,0,0.65
12,2010-01-13,00:00:00.00,0.172323,0,0.6
13,2010-01-14,00:00:00.00,0.00942617,0,0.56
14,2010-01-15,00:00:00.00,0.0441186,0,0.52
15,2010-01-16,00:00:00.00,0.211238,7.89722e-08,0.49
16,2010-01-17,00:00:00.00,0.0774664,3.77121e-05,0.463
17,2010-01-18,00:00:00.00,0.0248332,5.116e-05,0.443
18,2010-01-19,00:00:00.00,0.0110777,1.79932e-05,0.42
19,2010-01-20,00:00:00.00,1.58499,0.000397489,0.402
20,2010-01-21,00:00:00.00,0.260421,0.000622273,0.387
21,2010-01-22,00:00:00.00,0.00226932,0.000308332,0.376
22,2010-01-23,00:00:00.00,0.00241834,0.000104627,0.36
23,2010-01-24,00:00:00.00,0.0098369,3.39545e-05,0.356
24,2010-01-25,00:00:00.00,5.60839,0.0194296,0.38
25,2010-01-26,00:00:00.00,7.08753,0.884367,7.5
26,2010-01-27,00:00:00.00,4.06314,1.60638,10.7
27,2010-01-28,00:00:00.00,4.27478,1.00444,7.5
28,2010-01-29,00:00:00.00,5.97539,0.347802,6
29,2010-01-30,00:00:00.00,1.87729,0.111916,4.5
30,2010-01-31,00:00:00.00,0.00603109,0.0362187,3.5
31,2010-02-01,00:00:00.00,7.93649,0.0126026,2.6
32,2010-02-02,00:00:00.00,0.794604,0.00523043,1.9
33,2010-02-03,00:00:00.00,2.02977,0.00287595,1.5
34,2010-02-04,00:00:00.00,1.7058,0.00207563,1.2
35,2010-02-05,00:00:00.00,0.0600576,0.00175248,1.02
36,2010-02-06,00:00:00.00,0.00367571,0.00157743,0.92
