time,date,hour,precip [mm/day],raven-weighted [m3/s],raven-weighted (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,5.19731,0,3
2,2010-01-03,00:00:00.00,15.9094,0,2.84
3,2010-01-04,00:00:00.00,14.5466,0,2.7
4,2010-01-05,00:00:00.00,4.88923,0,2.58
5,2010-01-06,00:00:00.00,5.28438,0,2.51
6,2010-01-07,00:00:00.00,0.489601,0,2.44
7,2010-01-08,00:00:00.00,5.45045,0,2.39
8,2010-01-09,00:00:00.00,4.08333,0,2.33
9,2010-01-10,00:00:00.00,0.116356,0,2.28
10,2010-01-11,00:00:00.00,0.0987701,0,2.24
11,2010-01-12,00:00:00.00,2.36226,0,2.21
12,2010-01-13,00:00:00.00,0.0495803,0,2.18
13,2010-01-14,00:00:00.00,4.51911e-308,0,2.15
14,2010-01-15,00:00:00.00,0.0173337,0,2.13
15,2010-01-16,00:00:00.00,0.0543943,0,2.11
16,2010-01-17,00:00:00.00,0.00507576,0.0125289,2.1
17,2010-01-18,00:00:00.00,0.00141454,0.0242085,2.09
18,2010-01-19,00:00:00.00,0.0555981,0.0367448,2.08
19,2010-01-20,00:00:00.00,0.971506,0.0455182,2.07
20,2010-01-21,00:00:00.00,0.502298,0.0351214,2.06
21,2010-01-22,00:00:00.00,0.000122808,0.0247882,1.97
22,2010-01-23,00:00:00.00,0.00352532,0.0169334,1.99
23,2010-01-24,00:00:00.00,0.000124213,0.011315,2.08
24,2010-01-25,00:00:00.00,10.6637,0.109307,2.2
25,2010-01-26,00:00:00.00,5.23314,0.873017,25.5
26,2010-01-27,00:00:00.00,2.92002,2.37773,47.5
27,2010-01-28,00:00:00.00,1.11858,2.97931,30
28,2010-01-29,00:00:00.00,1.35666,2.41116,20
29,2010-01-30,00:00:00.00,0.434921,1.78705,14
30,2010-01-31,00:00:00.00,0.0980935,1.26186,9.5
31,2010-02-01,00:00:00.00,0.824683,0.866026,7
32,2010-02-02,00:00:00.00,0.0164948,0.582709,5.2
33,2010-02-03,00:00:00.00,2.16308,0.386395,4
