time,date,hour,precip [mm/day],raven-weighted [m3/s],raven-weighted (observed) [m3/s]
0,2010-01-01,00:00:00.00,---,0,
1,2010-01-02,00:00:00.00,1.99416,0,0.7
2,2010-01-03,00:00:00.00,7.87133,0,0.6
3,2010-01-04,00:00:00.00,12.2711,0,0.54
4,2010-01-05,00:00:00.00,10.4848,0,0.48
5,2010-01-06,00:00:00.00,9.46518,0,0.44
6,2010-01-07,00:00:00.00,0.506167,0,0.41
7,2010-01-08,00:00:00.00,6.36621,0,0.38
8,2010-01-09,00:00:00.00,5.50036,0,0.36
9,2010-01-10,00:00:00.00,0.62417,0,0.335
10,2010-01-11,00:00:00.00,0.154841,0,0.32
11,2010-01-12,00:00:00.00,2.0623,0,0.305
12,2010-01-13,00:00:00.00,0.157925,0,0.29
13,2010-01-14,00:00:00.00,0.000160854,0,0.281
14,2010-01-15,00:00:00.00,0.00612451,0,0.275
15,2010-01-16,00:00:00.00,0.0162184,0,0.265
16,2010-01-17,00:00:00.00,0.00200155,0.00770969,0.26
17,2010-01-18,00:00:00.00,0.000692286,0.0147652,0.255
18,2010-01-19,00:00:00.00,0.0223199,0.0118925,0.252
19,2010-01-20,00:00:00.00,1.2948,0.00791005,0.249
20,2010-01-21,00:00:00.00,0.808991,0.00498043,0.246
21,2010-01-22,00:00:00.00,0.000378879,0.00312569,0.243
22,2010-01-23,00:00:00.00,0.00256908,0.00203238,0.24
23,2010-01-24,00:00:00.00,0.00199108,0.00137328,0.28
24,2010-01-25,00:00:00.00,8.22887,0.0238362,0.4
25,2010-01-26,00:00:00.00,5.32047,0.312634,5.81
26,2010-01-27,00:00:00.00,1.77995,0.871308,17
27,2010-01-28,00:00:00.00,0.532969,1.03435,18.6
28,2010-01-29,00:00:00.00,0.410065,0.761473,9.51
29,2010-01-30,00:00:00.00,0.079821,0.512783,4.72
30,2010-01-31,00:00:00.00,0.040359,0.339525,2.37
31,2010-02-01,00:00:00.00,0.27029,0.230307,1.6
32,2010-02-02,00:00:00.00,0.0105518,0.164136,1.09
33,2010-02-03,00:00:00.00,1.90156,0.124628,0.862
34,2010-02-04,00:00:00.00,0.414484,0.101162,0.73
35,2010-02-05,00:00:00.00,0.000664049,0.0869563,0.645
36,2010-02-06,00:00:00.00,2.0864e-308,0.0781278,0.544
37,2010-02-07,00:00:00.00,0.000439608,0.0723625,0.48
38,2010-02-08,00:00:00.00,0.000922536,0.0686427,0.42
